Player Name,Matches,Innings,Not Outs,Runs,High Score,Average,Balls Faced,Strike Rate,100s,50s,Ducks,4s,6s,Year
Yuvraj Singh,1,1,1,77,77*,-,35,220,0,1,0,8,5,2013
S Dhawan,1,1,0,32,32,32,19,168.42,0,0,0,5,0,2013
V Kohli,1,1,0,29,29,29,22,131.81,0,0,0,2,1,2013
MS Dhoni,1,1,1,24,24*,-,21,114.28,0,0,0,2,0,2013
SK Raina,1,1,0,19,19,19,13,146.15,0,0,0,2,1,2013
RG Sharma,1,1,0,8,8,8,8,100,0,0,0,0,1,2013
R Ashwin,1,-,-,-,-,-,-,-,-,-,-,-,-,2013
RA Jadeja,1,-,-,-,-,-,-,-,-,-,-,-,-,2013
B Kumar,1,-,-,-,-,-,-,-,-,-,-,-,-,2013
I Sharma,1,-,-,-,-,-,-,-,-,-,-,-,-,2013
R Vinay Kumar,1,-,-,-,-,-,-,-,-,-,-,-,-,2013
