Player Name,Matches,Innings,Not Outs,Runs,High Score,Average,Balls Faced,Strike Rate,100s,50s,Ducks,4s,6s,Year
V Kohli,14,14,5,1202,160*,133.55,1172,102.55,6,3,0,123,13,2018
RG Sharma,19,19,5,1030,162,73.57,1029,100.09,5,3,1,104,39,2018
S Dhawan,19,19,1,897,127,49.83,877,102.28,3,2,0,127,11,2018
AT Rayudu,11,10,3,392,100,56,432,90.74,1,3,0,31,11,2018
MS Dhoni,20,13,2,275,42*,25,385,71.42,0,0,1,19,2,2018
KD Karthik,7,6,2,167,44,41.75,227,73.56,0,0,0,13,2,2018
AM Rahane,6,5,1,140,79,35,182,76.92,0,1,0,9,2,2018
B Kumar,14,7,2,101,21,20.2,147,68.7,0,0,0,6,1,2018
KM Jadhav,11,5,3,87,28*,43.5,90,96.66,0,0,0,6,2,2018
KL Rahul,3,3,1,69,60,34.5,86,80.23,0,1,1,5,1,2018
RA Jadeja,8,4,1,68,25,22.66,85,80,0,0,0,3,0,2018
HH Pandya,10,6,1,68,21,13.6,78,87.17,0,0,1,4,1,2018
SS Iyer,3,2,0,48,30,24,58,82.75,0,0,0,4,0,2018
SK Raina,3,2,0,47,46,23.5,67,70.14,0,0,0,1,0,2018
RR Pant,3,2,0,41,24,20.5,31,132.25,0,0,0,5,1,2018
Kuldeep Yadav,19,7,6,39,15*,39,67,58.2,0,0,0,1,0,2018
SN Thakur,3,2,1,22,22*,22,16,137.5,0,0,1,0,2,2018
YS Chahal,17,2,0,15,12,7.5,17,88.23,0,0,0,2,0,2018
DL Chahar,1,1,0,12,12,12,14,85.71,0,0,0,1,0,2018
MK Pandey,1,1,0,8,8,8,15,53.33,0,0,0,0,0,2018
KK Ahmed,6,2,1,4,3,4,12,33.33,0,0,0,0,0,2018
S Kaul,3,2,0,1,1,0.5,3,33.33,0,0,1,0,0,2018
JJ Bumrah,13,1,0,0,0,0,3,0,0,0,1,0,0,2018
Mohammed Shami,2,1,1,0,0*,-,1,0,0,0,0,0,0,2018
UT Yadav,4,1,0,0,0,0,2,0,0,0,1,0,0,2018
