Player Name,Matches,Innings,Overs,Maidens,Runs,Wickets,BBI,Average,Economy Rate,Strike Rate,4 Wicket Hauls,5 Wicket Hauls,Year
MM Patel,21,20,163.3,8,879,32,4/29,27.46,5.37,30.6,2,0,2011
Z Khan,14,14,127.5,6,620,30,3/20,20.66,4.85,25.5,0,0,2011
R Ashwin,18,17,155.1,3,731,25,3/28,29.24,4.71,37.2,0,0,2011
RA Jadeja,13,13,112.0,5,555,24,4/33,23.12,4.95,28,1,0,2011
Yuvraj Singh,14,14,104.0,2,521,20,5/31,26.05,5,31.2,0,1,2011
Harbhajan Singh,17,17,164.0,6,702,17,3/32,41.29,4.28,57.8,0,0,2011
R Vinay Kumar,13,13,83.5,9,459,14,4/30,32.78,5.47,35.9,1,0,2011
P Kumar,13,13,100.0,9,490,12,3/37,40.83,4.9,50,0,0,2011
A Mishra,5,5,50.0,9,199,11,4/31,18.09,3.98,27.2,1,0,2011
UT Yadav,6,6,50.2,2,299,10,3/38,29.9,5.94,30.2,0,0,2011
SK Raina,29,20,74.3,0,351,9,2/17,39,4.71,49.6,0,0,2011
VR Aaron,4,4,28.1,1,156,6,3/24,26,5.53,28.1,0,0,2011
A Nehra,7,7,49.4,2,294,6,2/33,49,5.91,49.6,0,0,2011
PP Chawla,4,4,35.0,0,206,4,2/47,51.5,5.88,52.5,0,0,2011
YK Pathan,14,14,69.0,2,347,4,2/51,86.75,5.02,103.5,0,0,2011
R Sharma,2,2,20.0,0,88,4,3/43,22,4.4,30,0,0,2011
RP Singh,3,3,22.0,0,142,4,3/59,35.5,6.45,33,0,0,2011
A Mithun,3,3,18.0,1,116,3,2/32,38.66,6.44,36,0,0,2011
RG Sharma,16,7,21.0,0,114,3,2/30,38,5.42,42,0,0,2011
V Kohli,34,12,34.0,1,188,2,1/20,94,5.52,102,0,0,2011
IK Pathan,1,1,9.0,1,42,2,2/42,21,4.66,27,0,0,2011
I Sharma,2,2,19.4,0,109,1,1/60,109,5.54,118,0,0,2011
MK Tiwary,5,3,10.0,0,69,1,1/28,69,6.9,60,0,0,2011
S Sreesanth,2,2,13.0,0,105,0,-,-,8.07,-,0,0,2011
SR Tendulkar,11,2,4.0,0,21,0,-,-,5.25,-,0,0,2011
S Badrinath,4,-,-,-,-,-,-,-,-,-,-,-,2011
S Dhawan,4,-,-,-,-,-,-,-,-,-,-,-,2011
MS Dhoni,24,-,-,-,-,-,-,-,-,-,-,-,2011
R Dravid,5,-,-,-,-,-,-,-,-,-,-,-,2011
G Gambhir,19,-,-,-,-,-,-,-,-,-,-,-,2011
PA Patel,21,-,-,-,-,-,-,-,-,-,-,-,2011
AM Rahane,11,-,-,-,-,-,-,-,-,-,-,-,2011
V Sehwag,12,-,-,-,-,-,-,-,-,-,-,-,2011
M Vijay,3,-,-,-,-,-,-,-,-,-,-,-,2011
