Player Name,Matches,Innings,Overs,Maidens,Runs,Wickets,BBI,Average,Economy Rate,Strike Rate,4 Wicket Hauls,5 Wicket Hauls,Year
R Ashwin,7,7,27.1,0,161,11,4/11,14.63,5.92,14.8,1,0,2014
A Mishra,6,6,22.0,1,147,10,3/26,14.7,6.68,13.2,0,0,2014
RA Jadeja,7,7,23.0,0,175,6,3/48,29.16,7.6,23,0,0,2014
Mohammed Shami,4,4,14.0,0,125,5,3/38,25,8.92,16.8,0,0,2014
B Kumar,6,6,19.0,0,103,4,1/7,25.75,5.42,28.5,0,0,2014
MM Sharma,4,4,11.0,0,102,3,1/11,34,9.27,22,0,0,2014
SK Raina,7,5,13.0,0,94,1,1/24,94,7.23,78,0,0,2014
KV Sharma,1,1,4.0,0,28,1,1/28,28,7,24,0,0,2014
Yuvraj Singh,6,1,1.0,0,13,0,-,-,13,-,0,0,2014
S Dhawan,4,-,-,-,-,-,-,-,-,-,-,-,2014
MS Dhoni,7,-,-,-,-,-,-,-,-,-,-,-,2014
V Kohli,7,-,-,-,-,-,-,-,-,-,-,-,2014
AM Rahane,4,-,-,-,-,-,-,-,-,-,-,-,2014
AT Rayudu,1,-,-,-,-,-,-,-,-,-,-,-,2014
RG Sharma,6,-,-,-,-,-,-,-,-,-,-,-,2014
